tran_id	gene_id	gene_short_name	gene_type
chr2:156547624:156547883:+@chr2:156549885:156549990:+@chr2:156550649:156550818	ENSMUSG00000027628	Aar2	character(0)
chr2:156547584:156547883:+@chr2:156549885:156550027:+@chr2:156550649:156551449	ENSMUSG00000027628	Aar2	character(0)
chr1:74672844:74673010:+@chr1:74678898:74678931:+@chr1:74680354:74680463	ENSMUSG00000033257	Ttll4	character(0)
chr1:74686317:74686393:+@chr1:74687204:74687395:+@chr1:74687478:74687560	ENSMUSG00000033257	Ttll4	character(0)
chr1:74687204:74687395:+@chr1:74687478:74687560:+@chr1:74687723:74687851	ENSMUSG00000033257	Ttll4	character(0)
chr1:74687204:74687395:+@chr1:74687723:74687851:+@chr1:74688164:74688286	ENSMUSG00000033257	Ttll4	character(0)
chr1:74690073:74690106:+@chr1:74690694:74690889:+@chr1:74695708:74695810	ENSMUSG00000033257	Ttll4	character(0)
chr1:74696742:74696812:+@chr1:74697179:74697249:+@chr1:74697441:74697977	ENSMUSG00000033257	Ttll4	character(0)
chr7:84913089:84913153:+@chr7:84914516:84914543:+@chr7:84915759:84920861	ENSMUSG00000070459	Olfr290	character(0)
chrX:37453916:37454327:+@chrX:37455856:37455901:+@chrX:37458150:37458379	ENSMUSG00000079637	Rhox2c	character(0)
chrX:37455856:37455901:+@chrX:37456170:37456218:+@chrX:37458150:37458288	ENSMUSG00000079637	Rhox2c	character(0)
chr5:52741610:52741968:+@chr5:52743492:52743559:+@chr5:52750608:52750808	ENSMUSG00000029186	Pi4k2b	character(0)
chr5:52741574:52741968:+@chr5:52748369:52748505:+@chr5:52750608:52750808	ENSMUSG00000029186	Pi4k2b	character(0)
chr7:112839416:112839480:+@chr7:112841888:112841950:+@chr7:112842040:112842102	ENSMUSG00000055320	Tead1	character(0)
chr7:112839416:112839480:+@chr7:112841888:112841950:+@chr7:112856053:112856064	ENSMUSG00000055320	Tead1	character(0)
chr7:112839416:112839480:+@chr7:112842040:112842102:+@chr7:112856053:112856064	ENSMUSG00000055320	Tead1	character(0)
chr7:112839416:112839480:+@chr7:112842040:112842102:+@chr7:112856798:112856932	ENSMUSG00000055320	Tead1	character(0)
chr7:112841888:112841950:+@chr7:112842040:112842102:+@chr7:112856053:112856064	ENSMUSG00000055320	Tead1	character(0)
chr7:112839416:112839480:+@chr7:112856053:112856064:+@chr7:112856798:112856932	ENSMUSG00000055320	Tead1	character(0)
chr7:112842040:112842102:+@chr7:112856053:112856064:+@chr7:112856798:112856932	ENSMUSG00000055320	Tead1	character(0)
chr7:112861432:112861556:+@chr7:112876075:112876248:+@chr7:112891719:112891859	ENSMUSG00000055320	Tead1	character(0)
chr9:121765483:121765630:+@chr9:121765945:121765997:+@chr9:121766467:121766582	ENSMUSG00000013419	Zfp651	character(0)
chr9:20889771:20889941:+@chr9:20890639:20890715:+@chr9:20890905:20891012	ENSMUSG00000004100	Ppan	character(0)
chr4:123295202:123295273:+@chr4:123295750:123295836:+@chr4:123295930:123296057	ENSMUSG00000011257	Pabpc4	character(0)
chr4:123295202:123295321:+@chr4:123295750:123295836:+@chr4:123295930:123296057	ENSMUSG00000011257	Pabpc4	character(0)
chr2:156863128:156863417:+@chr2:156865257:156865360:+@chr2:156872338:156872467	ENSMUSG00000027637	Rab5if	character(0)
chr2:109917647:109918305:+@chr2:109970692:109970763:+@chr2:109989705:109989776	ENSMUSG00000050199	Lgr4	character(0)
chr1:156558987:156559205:+@chr1:156620839:156620901:+@chr1:156622485:156622655	ENSMUSG00000026596	Abl2	character(0)
chr1:40102389:40102537:+@chr1:40105264:40105522:+@chr1:40111955:40112135	ENSMUSG00000026073	Il1r2	character(0)
chr2:36141446:36141657:+@chr2:36147353:36147449:+@chr2:36147903:36147919	ENSMUSG00000026887	Mrrf	character(0)
chr8:27023437:27023626:+@chr8:27024834:27024927:+@chr8:27025057:27025178	ENSMUSG00000031483	Erlin2	character(0)
chr8:27023807:27023906:+@chr8:27024834:27024927:+@chr8:27025057:27025178	ENSMUSG00000031483	Erlin2	character(0)
chr8:27023866:27024165:+@chr8:27024834:27024927:+@chr8:27025057:27025178	ENSMUSG00000031483	Erlin2	character(0)
chr2:162931994:162932142:+@chr2:162932815:162932979:+@chr2:162933426:162933509	ENSMUSG00000016921	Srsf6	character(0)
chr2:162931994:162932142:+@chr2:162932815:162933082:+@chr2:162933426:162933550	ENSMUSG00000016921	Srsf6	character(0)
chrX:23693051:23693539:+@chrX:23732318:23732351:+@chrX:23749906:23749980	ENSMUSG00000036769	Wdr44	character(0)
chr7:44595161:44596268:+@chr7:44597590:44597619:+@chr7:44598384:44598575	ENSMUSG00000062785	Kcnc3	character(0)
chr7:44598384:44598575:+@chr7:44598806:44598933:+@chr7:44600869:44600928	ENSMUSG00000062785	Kcnc3	character(0)
chr7:44598381:44598575:+@chr7:44600869:44600928:+@chr7:44601869:44602104	ENSMUSG00000062785	Kcnc3	character(0)
chr10:88379226:88379535:+@chr10:88400652:88400737:+@chr10:88411916:88412035	ENSMUSG00000035311	Gnptab	character(0)
chr6:83054714:83055048:+@chr6:83055129:83055279:+@chr6:83055506:83055690	ENSMUSG00000068328	Aup1	character(0)
chr2:25400564:25400698:+@chr2:25400770:25400940:+@chr2:25406215:25406340	ENSMUSG00000015094	Npdc1	character(0)
chr10:99129487:99129662:+@chr10:99134311:99134467:+@chr10:99144235:99144342	ENSMUSG00000019952	Poc1b	character(0)
chr10:99156202:99156351:+@chr10:99164586:99164607:+@chr10:99164869:99164949	ENSMUSG00000019952	Poc1b	character(0)
chr10:99156202:99156351:+@chr10:99164869:99164949:+@chr10:99192782:99192789	ENSMUSG00000019952	Poc1b	character(0)
chr6:48539224:48539271:+@chr6:48540040:48540166:+@chr6:48540428:48541801	ENSMUSG00000039347	Atp6v0e2	character(0)
chr7:13159568:13159782:+@chr7:13170202:13170438:+@chr7:13177199:13185864	ENSMUSG00000117853	Vmn1r88	character(0)
chrX:36335212:36335334:+@chrX:36339520:36339675:+@chrX:36341623:36341754	ENSMUSG00000016239	Lonrf3	character(0)
chr4:41760454:41760551:+@chr4:41761077:41761162:+@chr4:41763582:41763681	ENSMUSG00000073889	Il11ra1	character(0)
chr4:155817923:155817987:+@chr4:155818539:155818664:+@chr4:155820329:155820428	ENSMUSG00000029068	Ccnl2	character(0)
chr5:145142448:145142567:+@chr5:145144899:145145021:+@chr5:145146443:145146609	ENSMUSG00000038722	Bud31	character(0)
chr6:72549451:72549501:+@chr6:72549730:72549868:+@chr6:72555273:72555308	ENSMUSG00000056737	Capg	character(0)
chr4:53481464:53481553:+@chr4:53491388:53491530:+@chr4:53517545:53517681	ENSMUSG00000028412	Slc44a1	character(0)
chr1:93478993:93479068:+@chr1:93489128:93489154:+@chr1:93491157:93491277	ENSMUSG00000116048	Septin2	character(0)
chr6:56999034:56999265:+@chr6:57001964:57002086:+@chr6:57002304:57009825	ENSMUSG00000115701	Vmn1r6	character(0)
chr11:70970227:70970587:+@chr11:70970853:70971094:+@chr11:70971764:70971919	ENSMUSG00000018449	Rpain	character(0)
chr11:70971764:70971934:+@chr11:70973015:70973075:+@chr11:70977658:70977687	ENSMUSG00000018449	Rpain	character(0)
chr11:70973015:70973075:+@chr11:70973802:70973913:+@chr11:70974069:70974132	ENSMUSG00000018449	Rpain	character(0)
chr11:70973015:70973075:+@chr11:70974069:70974132:+@chr11:70977658:70977687	ENSMUSG00000018449	Rpain	character(0)
chr11:70974069:70974132:+@chr11:70974900:70975040:+@chr11:70977658:70977687	ENSMUSG00000018449	Rpain	character(0)
chr11:70974069:70974132:+@chr11:70974994:70975040:+@chr11:70977658:70977687	ENSMUSG00000018449	Rpain	character(0)
chr8:91026668:91026887:+@chr8:91030482:91030684:+@chr8:91033339:91034244	ENSMUSG00000056608	Chd9	character(0)
chrX:139210739:139210806:+@chrX:139211359:139211435:+@chrX:139213091:139213238	ENSMUSG00000042515	Pwwp3b	character(0)
chrX:139217166:139217214:+@chrX:139218148:139218308:+@chrX:139231286:139231414	ENSMUSG00000042515	Pwwp3b	character(0)
chr3:158036662:158036876:+@chr3:158040441:158040622:+@chr3:158043561:158043690	ENSMUSG00000063052	Lrrc40	character(0)
chr3:158040441:158040622:+@chr3:158041586:158041659:+@chr3:158043561:158043690	ENSMUSG00000063052	Lrrc40	character(0)
chr3:158040441:158040622:+@chr3:158041620:158041659:+@chr3:158043561:158043690	ENSMUSG00000063052	Lrrc40	character(0)
chr3:158040441:158040622:+@chr3:158041863:158041933:+@chr3:158043561:158043690	ENSMUSG00000063052	Lrrc40	character(0)
chr3:158036700:158036876:+@chr3:158043561:158043690:+@chr3:158048401:158048524	ENSMUSG00000063052	Lrrc40	character(0)
chr4:132274416:132274487:+@chr4:132281994:132282078:+@chr4:132282794:132283045	ENSMUSG00000028899	Taf12	character(0)
chr5:122216232:122216363:+@chr5:122233420:122233692:+@chr5:122237681:122237785	ENSMUSG00000064267	Hvcn1	character(0)
chr7:71369521:71369550:+@chr7:71369773:71369828:+@chr7:71370335:71370423	ENSMUSG00000099853	Gm29328	character(0)
chr7:71264275:71264301:+@chr7:71370014:71370019:+@chr7:71370335:71370423	ENSMUSG00000099853	Gm29328	character(0)
chr7:71369773:71369828:+@chr7:71370335:71370423:+@chr7:71377240:71377423	ENSMUSG00000099853	Gm29328	character(0)
chr7:71370335:71370423:+@chr7:71373294:71373419:+@chr7:71377240:71377423	ENSMUSG00000099853	Gm29328	character(0)
chr7:71373294:71373419:+@chr7:71375132:71375201:+@chr7:71377240:71377423	ENSMUSG00000099853	Gm29328	character(0)
chr2:124298575:124298655:+@chr2:124400243:124400364:+@chr2:124489985:124490012	ENSMUSG00000027200	Sema6d	character(0)
chr2:124660244:124660344:+@chr2:124660705:124660761:+@chr2:124662204:124662359	ENSMUSG00000027200	Sema6d	character(0)
chr2:124660244:124660344:+@chr2:124660705:124660761:+@chr2:124664021:124667769	ENSMUSG00000027200	Sema6d	character(0)
chr2:124660705:124660761:+@chr2:124662204:124662359:+@chr2:124664021:124665957	ENSMUSG00000027200	Sema6d	character(0)
chr2:124660283:124660344:+@chr2:124662204:124662371:+@chr2:124664021:124665309	ENSMUSG00000027200	Sema6d	character(0)
chr2:124660705:124660761:+@chr2:124662204:124662371:+@chr2:124664021:124665309	ENSMUSG00000027200	Sema6d	character(0)
chr2:71453363:71453398:+@chr2:71500779:71500869:+@chr2:71506785:71506942	ENSMUSG00000041921	Metap1d	character(0)
chr2:71512126:71512168:+@chr2:71515637:71515800:+@chr2:71522533:71522630	ENSMUSG00000041921	Metap1d	character(0)
chr3:22076652:22076954:+@chr3:22089413:22089522:+@chr3:22148942:22149008	ENSMUSG00000027630	Tbl1xr1	character(0)
chr3:22076936:22076954:+@chr3:22102867:22102947:+@chr3:22148942:22149008	ENSMUSG00000027630	Tbl1xr1	character(0)
chr3:22076727:22076954:+@chr3:22148942:22149008:+@chr3:22179203:22179305	ENSMUSG00000027630	Tbl1xr1	character(0)
chr3:22148942:22149008:+@chr3:22179203:22179305:+@chr3:22188366:22188471	ENSMUSG00000027630	Tbl1xr1	character(0)
chr3:22179203:22179305:+@chr3:22188366:22188511:+@chr3:22189768:22189786	ENSMUSG00000027630	Tbl1xr1	character(0)
chr5:129942174:129942365:+@chr5:129976989:129977192:+@chr5:129978519:129978628	ENSMUSG00000066735	Vkorc1l1	character(0)
chr5:129941970:129942365:+@chr5:129978519:129978628:+@chr5:129982141:129982241	ENSMUSG00000066735	Vkorc1l1	character(0)
chr3:65669090:65669178:+@chr3:65669504:65669613:+@chr3:65683892:65684224	ENSMUSG00000074579	Lekr1	character(0)
chr3:65669090:65669178:+@chr3:65683892:65684106:+@chr3:65725311:65725430	ENSMUSG00000074579	Lekr1	character(0)
chr14:31019138:31019293:+@chr14:31022720:31022859:+@chr14:31023067:31023179	ENSMUSG00000042323	Pbrm1	character(0)
chr14:31022720:31022859:+@chr14:31023067:31023179:+@chr14:31025498:31025650	ENSMUSG00000042323	Pbrm1	character(0)
chr14:31044624:31044709:+@chr14:31045330:31045425:+@chr14:31046332:31046423	ENSMUSG00000042323	Pbrm1	character(0)
chr14:31054158:31054255:+@chr14:31056236:31056280:+@chr14:31061469:31061745	ENSMUSG00000042323	Pbrm1	character(0)
chr14:31067322:31067964:+@chr14:31074771:31074982:+@chr14:31082553:31082735	ENSMUSG00000042323	Pbrm1	character(0)
chr14:31107109:31107310:+@chr14:31110415:31110579:+@chr14:31113849:31114004	ENSMUSG00000042323	Pbrm1	character(0)
chr14:31107109:31107310:+@chr14:31110415:31110579:+@chr14:31117013:31117083	ENSMUSG00000042323	Pbrm1	character(0)
chr14:31107109:31107310:+@chr14:31113849:31114004:+@chr14:31117013:31117083	ENSMUSG00000042323	Pbrm1	character(0)
chr14:31110415:31110579:+@chr14:31113849:31114004:+@chr14:31117013:31117083	ENSMUSG00000042323	Pbrm1	character(0)
chr9:106865598:106865699:+@chr9:106874056:106874308:+@chr9:106879934:106880438	ENSMUSG00000040325	Dcaf1	character(0)
chrX:7727170:7727271:+@chrX:7727347:7727492:+@chrX:7729716:7729933	ENSMUSG00000109493	Gm45208	character(0)
chr2:167503089:167503601:+@chr2:167507047:167507197:+@chr2:167510876:167510982	ENSMUSG00000006418	Rnf114	character(0)
chr9:103073148:103073312:+@chr9:103074376:103074565:+@chr9:103076924:103077089	ENSMUSG00000032548	Slco2a1	character(0)
chr2:25221319:25221413:+@chr2:25221664:25221781:+@chr2:25222083:25222280	ENSMUSG00000026969	Fam166a	character(0)
chr2:145934814:145934840:+@chr2:145939815:145939991:+@chr2:145947046:145947196	ENSMUSG00000037143	Cfap61	character(0)
chr2:145934808:145934840:+@chr2:145939835:145939991:+@chr2:145947046:145947196	ENSMUSG00000037143	Cfap61	character(0)
chr2:145934784:145934840:+@chr2:145939840:145939991:+@chr2:145947046:145947196	ENSMUSG00000037143	Cfap61	character(0)
chr2:145947046:145947196:+@chr2:145949919:145949995:+@chr2:145950759:145950826	ENSMUSG00000037143	Cfap61	character(0)
chr2:145950759:145950826:+@chr2:145951058:145951184:+@chr2:145963298:145963308	ENSMUSG00000037143	Cfap61	character(0)
chr2:146109907:146110081:+@chr2:146112504:146112581:+@chr2:146128954:146129096	ENSMUSG00000037143	Cfap61	character(0)
chr5:138172582:138172893:+@chr5:138172972:138173068:+@chr5:138174750:138174860	ENSMUSG00000019518	Ap4m1	character(0)
chr5:66260841:66261244:+@chr5:66264009:66264067:+@chr5:66264491:66264621	ENSMUSG00000029206	Nsun7	character(0)
chr5:66283592:66283735:+@chr5:66284188:66284289:+@chr5:66289419:66289536	ENSMUSG00000029206	Nsun7	character(0)
chr11:72303327:72303462:+@chr11:72304666:72304861:+@chr11:72306564:72306652	ENSMUSG00000040483	Xaf1	character(0)
chr11:72303327:72303462:+@chr11:72306564:72306652:+@chr11:72308607:72308749	ENSMUSG00000040483	Xaf1	character(0)
chr10:56377332:56377518:+@chr10:56386579:56386713:+@chr10:56387534:56387632	ENSMUSG00000050953	Gja1	character(0)
chrX:20364559:20364828:+@chrX:20365040:20365198:+@chrX:20376881:20377546	ENSMUSG00000060090	Rp2	character(0)
chrX:20397221:20397306:+@chrX:20403215:20403351:+@chrX:20404049:20404079	ENSMUSG00000060090	Rp2	character(0)
chr2:165055681:165055758:+@chr2:165056706:165056819:+@chr2:165062286:165062364	ENSMUSG00000017652	Cd40	character(0)
chr2:165063468:165063561:+@chr2:165066503:165066564:+@chr2:165069629:165069715	ENSMUSG00000017652	Cd40	character(0)
chr2:165066503:165066564:+@chr2:165069629:165069715:+@chr2:165069817:165069848	ENSMUSG00000017652	Cd40	character(0)
chr7:56239761:56239881:+@chr7:56250572:56250708:+@chr7:56254769:56254966	ENSMUSG00000030450	Oca2	character(0)
chr7:56277371:56277439:+@chr7:56279502:56279796:+@chr7:56280751:56280939	ENSMUSG00000030450	Oca2	character(0)
chr7:56295441:56295520:+@chr7:56297100:56297253:+@chr7:56314735:56314806	ENSMUSG00000030450	Oca2	character(0)
chr1:52008243:52008728:+@chr1:52011783:52011911:+@chr1:52013790:52013934	ENSMUSG00000062939	Stat4	character(0)
chr1:98589517:98589657:+@chr1:98597248:98597393:+@chr1:98605131:98605187	ENSMUSG00000100009	Gm7967	character(0)
chr1:98605131:98605187:+@chr1:98605718:98605980:+@chr1:98606943:98607384	ENSMUSG00000100009	Gm7967	character(0)
chrY:50771169:50771354:+@chrY:50772084:50772267:+@chrY:50772794:50773283	ENSMUSG00000100388	Gm29116	character(0)
chr6:61956689:61956733:+@chr6:62106260:62106305:+@chr6:62379785:62382865	ENSMUSG00000039578	Ccser1	character(0)
chr2:180737007:180737103:+@chr2:180737592:180737679:+@chr2:180738409:180738443	ENSMUSG00000023393	Slc17a9	character(0)
chrY:32182307:32182488:+@chrY:32183216:32183400:+@chrY:32183929:32183997	ENSMUSG00000100739	Gm28296	character(0)
chr6:53978691:53978795:+@chr6:53995798:53995912:+@chr6:54009662:54009786	ENSMUSG00000108060	4921529L05Rik	character(0)
chr6:54009712:54009786:+@chr6:54009985:54010086:+@chr6:54016211:54018030	ENSMUSG00000108060	4921529L05Rik	character(0)
chr3:95933909:95934058:+@chr3:95934776:95934898:+@chr3:95937024:95937161	ENSMUSG00000015749	Anp32e	character(0)
chr7:6222278:6222336:+@chr7:6224586:6224759:+@chr7:6230072:6230538	ENSMUSG00000058028	Zscan5b	character(0)
chr1:132228914:132229036:+@chr1:132232267:132232337:+@chr1:132255421:132255494	ENSMUSG00000079330	Lemd1	character(0)
chr1:132228914:132229036:+@chr1:132232267:132232337:+@chr1:132256697:132259227	ENSMUSG00000079330	Lemd1	character(0)
chr1:132228914:132229036:+@chr1:132255355:132255494:+@chr1:132256697:132257189	ENSMUSG00000079330	Lemd1	character(0)
chr1:132228914:132229036:+@chr1:132255421:132255494:+@chr1:132256697:132257009	ENSMUSG00000079330	Lemd1	character(0)
chr1:132232267:132232337:+@chr1:132255421:132255494:+@chr1:132256697:132257009	ENSMUSG00000079330	Lemd1	character(0)
chr17:66115700:66116100:+@chr17:66116260:66116396:+@chr17:66116629:66116761	ENSMUSG00000024101	Washc1	character(0)
chr1:130731976:130732223:+@chr1:130737502:130737687:+@chr1:130741003:130741183	ENSMUSG00000042510	AA986860	character(0)
chr4:116597033:116597101:+@chr4:116597263:116597368:+@chr4:116597438:116597600	ENSMUSG00000034035	Ccdc17	character(0)
chr4:116597843:116597961:+@chr4:116598174:116598287:+@chr4:116598500:116598627	ENSMUSG00000034035	Ccdc17	character(0)
chr4:116599289:116599490:+@chr4:116599557:116599667:+@chr4:116599887:116600201	ENSMUSG00000034035	Ccdc17	character(0)
chr9:14860210:14860920:+@chr9:14864772:14864897:+@chr9:14866849:14866982	ENSMUSG00000031932	Gpr83	character(0)
chr9:72985504:72985673:+@chr9:72992494:72992606:+@chr9:72997402:72997470	ENSMUSG00000034563	Ccpg1	character(0)
chr17:33816186:33816245:+@chr17:33819780:33819996:+@chr17:33821769:33821914	ENSMUSG00000042099	Kank3	character(0)
chr1:175632026:175632273:+@chr1:175633466:175633619:+@chr1:175637509:175637565	ENSMUSG00000039783	Kmo	character(0)
chr1:175651587:175651708:+@chr1:175653527:175653674:+@chr1:175655069:175655126	ENSMUSG00000039783	Kmo	character(0)
chr1:175656721:175656803:+@chr1:175658321:175658422:+@chr1:175658513:175658572	ENSMUSG00000039783	Kmo	character(0)
chr7:102664899:102665165:+@chr7:102668583:102668666:+@chr7:102669797:102673270	ENSMUSG00000073969	Olfr556	character(0)
chr1:171695664:171695966:+@chr1:171699384:171699650:+@chr1:171704798:171705256	ENSMUSG00000015355	Cd48	character(0)
chr3:152738186:152738321:+@chr3:152740129:152740240:+@chr3:152742489:152742585	ENSMUSG00000039047	Pigk	character(0)
chr3:152740129:152740240:+@chr3:152740753:152740893:+@chr3:152742489:152742585	ENSMUSG00000039047	Pigk	character(0)
chr3:152744714:152744824:+@chr3:152747601:152747773:+@chr3:152766439:152766523	ENSMUSG00000039047	Pigk	character(0)
chr1:63177131:63177291:+@chr1:63177723:63177876:+@chr1:63178439:63178509	ENSMUSG00000025967	Eef1b2	character(0)
chr1:63176825:63177291:+@chr1:63177754:63177876:+@chr1:63178439:63178565	ENSMUSG00000025967	Eef1b2	character(0)
chr1:63177129:63177291:+@chr1:63177867:63177876:+@chr1:63178439:63178565	ENSMUSG00000025967	Eef1b2	character(0)
chr1:63177754:63177876:+@chr1:63178028:63178264:+@chr1:63178439:63178565	ENSMUSG00000025967	Eef1b2	character(0)
chr1:58394202:58394275:+@chr1:58397676:58397852:+@chr1:58399004:58399098	ENSMUSG00000051223	Bzw1	character(0)
chr1:153665709:153665916:+@chr1:153667825:153667953:+@chr1:153670783:153670884	ENSMUSG00000042671	Rgs8	character(0)
chrX:47912969:47913048:+@chrX:47916475:47916554:+@chrX:47920161:47920199	ENSMUSG00000001173	Ocrl	character(0)
chrX:47943506:47943641:+@chrX:47944467:47944613:+@chrX:47947003:47947113	ENSMUSG00000001173	Ocrl	character(0)
chrX:47947003:47947113:+@chrX:47947707:47947872:+@chrX:47948125:47948233	ENSMUSG00000001173	Ocrl	character(0)
chr7:27243303:27243396:+@chr7:27250287:27250428:+@chr7:27250536:27250643	ENSMUSG00000003762	Coq8b	character(0)
chr7:27250536:27250643:+@chr7:27251430:27251642:+@chr7:27252261:27252326	ENSMUSG00000003762	Coq8b	character(0)
chr1:134646681:134646835:+@chr1:134663790:134663998:+@chr1:134740835:134741038	ENSMUSG00000026452	Syt2	character(0)
chr1:87213979:87214019:+@chr1:87214346:87214495:+@chr1:87219581:87219695	ENSMUSG00000026254	Eif4e2	character(0)
chr1:87226097:87226233:+@chr1:87232403:87232481:+@chr1:87237846:87240488	ENSMUSG00000026254	Eif4e2	character(0)
chr11:83191333:83191408:+@chr11:83194043:83194209:+@chr11:83212544:83213613	ENSMUSG00000018986	Slfn3	character(0)
chr7:119760923:119760982:+@chr7:119766373:119766574:+@chr7:119766891:119767038	ENSMUSG00000030935	Acsm3	character(0)
chr2:152848082:152848297:+@chr2:152848377:152848511:+@chr2:152854921:152854949	ENSMUSG00000027469	Tpx2	character(0)
chr3:152420015:152420140:+@chr3:152422618:152422771:+@chr3:152446799:152446937	ENSMUSG00000039068	Zzz3	character(0)
chr3:152422618:152422771:+@chr3:152427277:152428832:+@chr3:152446799:152446937	ENSMUSG00000039068	Zzz3	character(0)
chr3:152422618:152422771:+@chr3:152437738:152437890:+@chr3:152446799:152446937	ENSMUSG00000039068	Zzz3	character(0)
chr3:152422618:152422771:+@chr3:152446629:152446689:+@chr3:152446799:152446937	ENSMUSG00000039068	Zzz3	character(0)
chr10:23804188:23804261:+@chr10:23805038:23805145:+@chr10:23805893:23805959	ENSMUSG00000037455	Slc18b1	character(0)
chr10:23805893:23806040:+@chr10:23810789:23810945:+@chr10:23816293:23816429	ENSMUSG00000037455	Slc18b1	character(0)
chr9:103426577:103426815:+@chr9:103427150:103427386:+@chr9:103427689:103427787	ENSMUSG00000086236	5830418P13Rik	character(0)
chr9:103426577:103426815:+@chr9:103427689:103427787:+@chr9:103428398:103428506	ENSMUSG00000086236	5830418P13Rik	character(0)
chrX:101797716:101797761:+@chrX:101798102:101798156:+@chrX:101798342:101798383	ENSMUSG00000046774	8030474K03Rik	character(0)
chrX:101797716:101797761:+@chrX:101798102:101798165:+@chrX:101798342:101798383	ENSMUSG00000046774	8030474K03Rik	character(0)
chr9:118514180:118514269:+@chr9:118519086:118519184:+@chr9:118522518:118522583	ENSMUSG00000038708	Golga4	character(0)
chr9:118536759:118536943:+@chr9:118537242:118537325:+@chr9:118538877:118539024	ENSMUSG00000038708	Golga4	character(0)
chr9:118538877:118539024:+@chr9:118548035:118548169:+@chr9:118548623:118548801	ENSMUSG00000038708	Golga4	character(0)
chr9:118572918:118573021:+@chr9:118576223:118576356:+@chr9:118577142:118577228	ENSMUSG00000038708	Golga4	character(0)
chr9:118577142:118577228:+@chr9:118579542:118579606:+@chr9:118581849:118582519	ENSMUSG00000038708	Golga4	character(0)
chr6:90101430:90101622:+@chr6:90106144:90106324:+@chr6:90107244:90109109	ENSMUSG00000094553	Vmn1r50	character(0)
chr11:88066418:88066503:+@chr11:88066695:88066838:+@chr11:88067244:88067452	ENSMUSG00000087373	Gm15892	character(0)
chr6:88084482:88084794:+@chr6:88088350:88088414:+@chr6:88089989:88090295	ENSMUSG00000030062	Rpn1	character(0)
chr8:46471177:46471230:+@chr8:46471873:46472049:+@chr8:46492800:46493026	ENSMUSG00000018796	Acsl1	character(0)
chr8:46471037:46471230:+@chr8:46492800:46493026:+@chr8:46505649:46505712	ENSMUSG00000018796	Acsl1	character(0)
chr5:114131993:114132276:+@chr5:114135864:114135961:+@chr5:114136347:114136435	ENSMUSG00000029591	Ung	character(0)
chr2:149405249:149405614:+@chr2:149407281:149407394:+@chr2:149409970:149410293	ENSMUSG00000033156	Cst10	character(0)
chr13:43370710:43370868:+@chr13:43371832:43371965:+@chr13:43376695:43376732	ENSMUSG00000054021	Sirt5	character(0)
chr2:72141153:72141172:+@chr2:72174423:72174476:+@chr2:72174802:72174908	ENSMUSG00000049044	Rapgef4	character(0)
chr2:72242728:72242792:+@chr2:72252940:72252994:+@chr2:72256249:72256376	ENSMUSG00000049044	Rapgef4	character(0)
chr12:69724950:69725014:+@chr12:69725455:69725554:+@chr12:69737951:69738061	ENSMUSG00000054894	Dmac2l	character(0)
chr12:69724962:69725014:+@chr12:69737951:69738061:+@chr12:69740899:69741107	ENSMUSG00000054894	Dmac2l	character(0)
chr1:4828584:4828649:+@chr1:4830268:4830315:+@chr1:4832311:4832368	ENSMUSG00000025903	Lypla1	character(0)
chr1:4837001:4837074:+@chr1:4839387:4839488:+@chr1:4840956:4840969	ENSMUSG00000025903	Lypla1	character(0)
chr14:54431623:54431973:+@chr14:54433958:54434124:+@chr14:54435745:54435893	ENSMUSG00000000957	Mmp14	character(0)
chr6:128370957:128371085:+@chr6:128371968:128372012:+@chr6:128372531:128372603	ENSMUSG00000001517	Foxm1	character(0)
chr6:128370957:128371085:+@chr6:128371968:128372012:+@chr6:128372534:128372603	ENSMUSG00000001517	Foxm1	character(0)
chr4:154151628:154151731:+@chr4:154152338:154152424:+@chr4:154152561:154152695	ENSMUSG00000029029	Wrap73	character(0)
chr4:150431523:150431593:+@chr4:150439343:150439468:+@chr4:150468695:150468800	ENSMUSG00000039852	Rere	character(0)
chr4:150570216:150570296:+@chr4:150576150:150576288:+@chr4:150610854:150611016	ENSMUSG00000039852	Rere	character(0)
chr5:110111897:110112066:+@chr5:110118419:110118550:+@chr5:110123760:110123880	ENSMUSG00000023284	Zfp605	character(0)
chr2:39008157:39008324:+@chr2:39013117:39013187:+@chr2:39013723:39013899	ENSMUSG00000026755	Arpc5l	character(0)
chr2:162944428:162944593:+@chr2:162946082:162946216:+@chr2:162947179:162947245	ENSMUSG00000035576	L3mbtl1	character(0)
chr2:162948005:162948272:+@chr2:162948481:162948628:+@chr2:162948770:162948887	ENSMUSG00000035576	L3mbtl1	character(0)
chr5:73292807:73292976:+@chr5:73293966:73294010:+@chr5:73294285:73294347	ENSMUSG00000029152	Ociad1	character(0)
chr5:73292784:73292976:+@chr5:73294285:73294347:+@chr5:73294926:73294979	ENSMUSG00000029152	Ociad1	character(0)
chr5:73304549:73304684:+@chr5:73306578:73306753:+@chr5:73313443:73313941	ENSMUSG00000029152	Ociad1	character(0)
chr5:73304549:73304684:+@chr5:73306578:73306798:+@chr5:73313443:73313957	ENSMUSG00000029152	Ociad1	character(0)
chr5:73306578:73306753:+@chr5:73310274:73310426:+@chr5:73313443:73313941	ENSMUSG00000029152	Ociad1	character(0)
chr19:34550694:34551022:+@chr19:34562863:34562955:+@chr19:34570219:34570370	ENSMUSG00000045932	Ifit2	character(0)
